condition,kind,gap,rep_strength,info_level,round,lambda_hat,lambda_lo,lambda_hi,bayes_w,oracle
gap2.0_moderate_summary,info,2.0,moderate,summary,4,0.8048275398653822,0.7709663953255005,0.8371174425129552,0.45618104795116904,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,5,0.17224398228546747,-1.1521281237304435,0.8417640353353707,0.5191454403110911,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,6,0.7747407901143606,0.7244686981937785,0.8205324839185747,0.5432067209212883,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,7,0.8137498786840784,0.7881971742007299,0.8397873826877698,0.5691088183521491,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,8,0.8048267763719331,0.7718655800735348,0.8386781932840195,0.5999292165168384,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,9,0.811128010869035,0.7783884149698557,0.8381575728370452,0.6143994477334934,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,10,0.8097672628794996,0.7797636968305628,0.8396776330186427,0.6356728228110262,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,11,0.8256861580388405,0.7990061879801695,0.8502937701755462,0.6480373831307762,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,12,0.8434329300961803,0.809914606244286,0.8708618418083597,0.65848942920378,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,13,0.8085390195967408,0.7721854322220656,0.8425863558844893,0.6685936251949471,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,14,0.8166883124021729,0.7928260683886668,0.8394813303855011,0.6816406925572515,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,15,0.8068671161423558,0.7708074542813177,0.8374559431336172,0.6875483373562977,0.7999999999999999
gap2.0_moderate_summary,info,2.0,moderate,summary,16,0.821642185718803,0.793060507834859,0.8444343447164414,0.6965826087816402,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,1,0.24868697737997955,0.2278023494985239,0.27137654409054585,0.10000000000000002,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,2,0.6703669570181768,0.5510483973335326,0.7773138031037755,0.2601908726648657,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,3,0.780274251169828,0.7443630067907163,0.823167549084679,0.36220952347453406,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,4,0.8143041599414177,0.7817814038895492,0.842073818246713,0.45618104795116904,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,5,0.47386902619757976,-0.21826078468969293,0.8359238826160023,0.5191454403110911,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,6,0.8092266510673045,0.7810597984106114,0.8365794823862317,0.5432067209212883,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,7,0.8236679842473877,0.8040097667575304,0.8424527332575884,0.5691088183521491,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,8,0.8131542703116846,0.7744667235136733,0.8479232173755328,0.5999292165168384,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,9,0.8274993229456059,0.8143406576746515,0.8425701058938454,0.6143994477334934,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,10,0.8287560797961177,0.8013532670185513,0.850519606503515,0.6356728228110262,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,11,0.8287604246994515,0.8107020095778619,0.8478901148970971,0.6480373831307762,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,12,0.8503304477097553,0.8300166185316598,0.8660889736664347,0.65848942920378,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,13,0.17633864314052589,-1.6921113379510695,0.8498031594579601,0.6685936251949471,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,14,0.8344850083728585,0.8123430715605897,0.8542469315327738,0.6816406925572515,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,15,0.8303008414917483,0.8095191891715094,0.8484394805670886,0.6875483373562977,0.7999999999999999
gap2.0_moderate_full,info,2.0,moderate,full,16,0.8491665517025295,0.8304229599631141,0.8647044851370611,0.6965826087816402,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,1,0.2330909367493554,0.2081781895362986,0.26246458652324567,0.09999999999999999,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,2,0.6845272601469629,0.6067386472002058,0.7436693922512464,0.2785365531477812,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,3,0.6910531978909134,0.5671971170880369,0.7934363534917026,0.3662769274959495,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,4,0.7507809529155626,0.6610915463389901,0.8357994538911333,0.4622148025220793,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,5,0.6129445739736109,0.49659920262317725,0.7638049059881483,0.5200464991798295,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,6,0.7613019371387517,0.7088831299896275,0.7985558310412402,0.5376581035655623,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,7,0.7876179434359253,0.7405428693989532,0.8452505348272109,0.5674221714415638,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,8,0.7461418949571937,0.6668947984615762,0.8125222015304652,0.5953702575768709,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,9,0.7493166470492445,0.6742921982320895,0.8035012797683175,0.6091560242228169,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,10,0.7240352903760495,0.6802740560571819,0.7688161046237723,0.6218992422728199,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,11,0.7400715328348368,0.6984273050495652,0.7735100145788545,0.6354052798143467,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,12,0.7204261195862891,0.6624449176674067,0.7834525656661904,0.6490812696081422,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,13,0.7505920609380449,0.7109772218495737,0.7985784609546887,0.6586722271283038,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,14,0.710586162030503,0.6775642817839894,0.7503542238650825,0.672083000643084,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,15,0.7051232538268102,0.654203129036206,0.7631063376336881,0.6764672362132256,0.7999999999999999
gap2.0_robust_swaplabels,robust,2.0,moderate,lean,16,0.7345362794799815,0.6661175993431242,0.7899932946764574,0.6829330540792168,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,1,0.1947699410412254,0.16918948822396554,0.22370587305105163,0.09999999999999999,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,2,0.7328354176810767,0.6379997743327368,0.8314613921439281,0.2785365531477812,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,3,0.7364723938161656,0.6382578147352075,0.8289540048892712,0.3662769274959495,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,4,0.7882274973706436,0.6641654929355028,0.8818535657539446,0.4622148025220793,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,5,0.7922978590943902,0.6922022134045432,0.847946774924372,0.5200464991798295,0.7999999999999999
